SampleID	SampleName	SampleType	PlantID	AccessionID	PlantName	Accession	ClonalGroup	Replicate	AccessionID	Plate	PlateCoordinate	HarvestDate	GrindDate	ExtractionDate	QuantificaitonDate	BisulfiteDate	LibraryDate	library_prep_set_alias	ng/uL	total volume (uL)	total gDNA (ug)	uL for 80ng	h2o to 45ul	output volume (uL)	input volume (uL)	expected input gDNA (ug)	index d5	index d7	output well	200-500 Molarity (nmol/L)	Sequencing Batch	Submitted for sequencing
S60209	Bd21_R15S_DNA	FlagLeaf Bdis gDNA isolation	28210	4741	Bd21_R15S	Bd21	Bd21	15	4741	3	B3	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	10.88	160	1740.36	7.35	37.65	15	5	26.67						
S60210	SLK7_R1S_DNA	FlagLeaf Bdis gDNA isolation	28211	548	SLK7_R1S	SLK7	HYB1	1	548	3	C3	Dec162015	Jan222016	Feb122016	Mar72016				15.40	160	2464.26	5.19	39.81	15	5	26.67						
S60211	Bd21_R10S_DNA	FlagLeaf Bdis gDNA isolation	28212	4741	Bd21_R10S	Bd21	Bd21	10	4741	3	D3	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	8.43	160	1348.60	9.49	35.51	15	5	26.67						
S60212	BdTR5m_R1S_DNA	FlagLeaf Bdis gDNA isolation	28213	706	BdTR5m_R1S	BdTR5m	Clone3	1	706	3	E3	Dec162015	Jan222016	Feb122016	Mar72016				7.97	160	1275.02	10.04	34.96	15	5	26.67						
S60213	EGL7_R1S_DNA	FlagLeaf Bdis gDNA isolation	28214	338	EGL7_R1S	EGL7	HYB1	1	338	3	F3	Dec162015	Jan222016	Feb122016	Mar72016				4.81	160	770.22	16.62	28.38	15	5	26.67						
S60214	BdTR5n_R2S_DNA	FlagLeaf Bdis gDNA isolation	28215	707	BdTR5n_R2S	BdTR5n	Clone3	2	707	3	G3	Dec162015	Jan222016	Feb122016	Mar72016				5.22	160	834.55	15.34	29.66	15	5	26.67						
S60215	BdTR5e_R2S_DNA	FlagLeaf Bdis gDNA isolation	28216	699	BdTR5e_R2S	BdTR5e	Clone3	2	699	3	H3	Dec162015	Jan222016	Feb122016	Mar72016				9.61	160	1538.32	8.32	36.68	15	5	26.67						
S60216	BdTR1n_R1S_DNA	FlagLeaf Bdis gDNA isolation	28217	659	BdTR1n_R1S	BdTR1n	Clone1	1	659	3	A4	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	9.22	160	1474.60	8.68	36.32	15	5	26.67						
S60217	BdTR9m_R2S_DNA	FlagLeaf Bdis gDNA isolation	28218	727	BdTR9m_R2S	BdTR9m	Clone4	2	727	3	B4	Dec162015	Jan222016	Feb122016	Mar72016				3.29	160	526.25	24.32	20.68	15	5	26.67						
S60218	BdTR3g_R1S_DNA	FlagLeaf Bdis gDNA isolation	28219	683	BdTR3g_R1S	BdTR3g	Clone2	1	683	3	C4	Dec162015	Jan222016	Feb122016	Mar72016				4.25	160	680.61	18.81	26.19	15	5	26.67						
S60219	BdTR5i_R3S_DNA	FlagLeaf Bdis gDNA isolation	28220	703	BdTR5i_R3S	BdTR5i	Clone3	3	703	3	D4	Dec162015	Jan222016	Feb122016	Mar72016				5.53	160	884.91	14.46	30.54	15	5	26.67						
S60220	Bd21_R14S_DNA	FlagLeaf Bdis gDNA isolation	28221	4741	Bd21_R14S	Bd21	Bd21	14	4741	3	E4	Dec162015	Jan222016	Feb122016	Mar72016				5.56	160	889.43	14.39	30.61	15	5	26.67						
S60221	BdTR10f_R2S_DNA	FlagLeaf Bdis gDNA isolation	28222	733	BdTR10f_R2S	BdTR10f	Clone4	2	733	3	F4	Dec162015	Jan222016	Feb122016	Mar72016				4.54	160	726.03	17.63	27.37	15	5	26.67						
S60222	BdTR3c_R3S_DNA	FlagLeaf Bdis gDNA isolation	28223	679	BdTR3c_R3S	BdTR3c	Clone2	3	679	3	G4	Dec162015	Jan222016	Feb122016	Mar72016				4.36	160	697.87	18.34	26.66	15	5	26.67						
S60223	BdTR1m_R3S_DNA	FlagLeaf Bdis gDNA isolation	28224	658	BdTR1m_R3S	BdTR1m	Clone1	3	658	3	H4	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	5.57	160	890.67	14.37	30.63	15	5	26.67						
S60224	BdTR3r_R2S_DNA	FlagLeaf Bdis gDNA isolation	28225	692	BdTR3r_R2S	BdTR3r	Clone2	2	692	3	A5	Dec162015	Jan222016	Feb122016	Mar72016				7.54	160	1206.58	10.61	34.39	15	5	26.67						
S60225	Bd21_R9S_DNA	FlagLeaf Bdis gDNA isolation	28226	4741	Bd21_R9S	Bd21	Bd21	9	4741	3	B5	Dec162015	Jan222016	Feb122016	Mar72016				4.88	160	780.09	16.41	28.59	15	5	26.67						
S60226	BdTR5c_R2S_DNA	FlagLeaf Bdis gDNA isolation	28227	697	BdTR5c_R2S	BdTR5c	Clone3	2	697	3	C5	Dec162015	Jan222016	Feb122016	Mar72016				4.57	160	730.76	17.52	27.48	15	5	26.67						
S60227	BdTR2h_R1S_DNA	FlagLeaf Bdis gDNA isolation	28228	667	BdTR2h_R1S	BdTR2h	Clone1	1	667	3	D5	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	3.26	160	520.90	24.57	20.43	15	5	26.67						
S60228	BdTR2r_R3S_DNA	FlagLeaf Bdis gDNA isolation	28229	675	BdTR2r_R3S	BdTR2r	Clone1	3	675	3	E5	Dec162015	Jan222016	Feb122016	Mar72016	May132016	May172016	sequencing_plate_1	4.61	160	737.54	17.35	27.65	15	5	26.67	501	703	A3			
S60229	BdTR5h_R3S_DNA	FlagLeaf Bdis gDNA isolation	28230	702	BdTR5h_R3S	BdTR5h	Clone3	3	702	3	F5	Dec162015	Jan222016	Feb122016	Mar72016				3.60	160	576.40	22.21	22.79	15	5	26.67						
S60230	BdTR3c_R1S_DNA	FlagLeaf Bdis gDNA isolation	28231	679	BdTR3c_R1S	BdTR3c	Clone2	1	679	3	G5	Dec162015	Jan222016	Feb122016	Mar72016				4.00	160	639.29	20.02	24.98	15	5	26.67						
S60231	BdTR9m_R1S_DNA	FlagLeaf Bdis gDNA isolation	28232	727	BdTR9m_R1S	BdTR9m	Clone4	1	727	3	H5	Dec162015	Jan222016	Feb122016	Mar72016				4.84	160	774.54	16.53	28.47	15	5	26.67						
S60232	BdTR13f_R2S_DNA	FlagLeaf Bdis gDNA isolation	28233	759	BdTR13f_R2S	BdTR13f	Clone7	2	759	3	A6	Dec162015	Jan222016	Feb122016	Mar72016				4.75	160	759.33	16.86	28.14	15	5	26.67						
S60233	BdTR5a_R1S_DNA	FlagLeaf Bdis gDNA isolation	28234	695	BdTR5a_R1S	BdTR5a	Clone3	1	695	3	B6	Dec162015	Jan222016	Feb122016	Mar72016				3.51	160	561.40	22.80	22.20	15	5	26.67						
S60234	BdTR13i_R2S_DNA	FlagLeaf Bdis gDNA isolation	28235	762	BdTR13i_R2S	BdTR13i	Clone7	2	762	3	C6	Dec162015	Jan222016	Feb122016	Mar72016				4.89	160	781.73	16.37	28.63	15	5	26.67						
S60235	BdTR9j_R2S_DNA	FlagLeaf Bdis gDNA isolation	28236	725	BdTR9j_R2S	BdTR9j	Clone4	2	725	3	D6	Dec162015	Jan222016	Feb122016	Mar72016				4.32	160	691.50	18.51	26.49	15	5	26.67						
S60236	Bd21_R4S_DNA	FlagLeaf Bdis gDNA isolation	28237	4741	Bd21_R4S	Bd21	Bd21	4	4741	3	E6	Dec162015	Jan222016	Feb122016	Mar72016				4.64	160	742.06	17.25	27.75	15	5	26.67						
S60237	Bd21_R1S_DNA	FlagLeaf Bdis gDNA isolation	28238	4741	Bd21_R1S	Bd21	Bd21	1	4741	3	F6	Dec162015	Jan222016	Feb122016	Mar72016				4.81	160	769.60	16.63	28.37	15	5	26.67						
S60238	BdTR1m_R1S_DNA	FlagLeaf Bdis gDNA isolation	28239	658	BdTR1m_R1S	BdTR1m	Clone1	1	658	3	G6	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	3.96	160	633.54	20.20	24.80	15	5	26.67						
S60239	BdTR5a_R2S_DNA	FlagLeaf Bdis gDNA isolation	28240	695	BdTR5a_R2S	BdTR5a	Clone3	2	695	3	H6	Dec162015	Jan222016	Feb122016	Mar72016				2.28	160	364.08	35.16	9.84	15	5	26.67						
S60240	BdTR13b_R3S_DNA	FlagLeaf Bdis gDNA isolation	28241	755	BdTR13b_R3S	BdTR13b	Clone7	3	755	3	A7	Dec162015	Jan222016	Feb122016	Mar72016				6.80	160	1087.68	11.77	33.23	15	5	26.67						
S60241	BdTR10i_R2S_DNA	FlagLeaf Bdis gDNA isolation	28242	736	BdTR10i_R2S	BdTR10i	Clone5	2	736	3	B7	Dec162015	Jan222016	Feb122016	Mar72016				5.55	160	888.36	14.41	30.59	15	5	26.67						
S60242	BdTR13a_R2S_DNA	FlagLeaf Bdis gDNA isolation	28243	754	BdTR13a_R2S	BdTR13a	Clone7	2	754	3	C7	Dec162015	Jan222016	Feb122016	Mar72016				6.70	160	1071.80	11.94	33.06	15	5	26.67						
S60243	BdTR1e_R2S_DNA	FlagLeaf Bdis gDNA isolation	28244	651	BdTR1e_R2S	BdTR1e	Clone1	2	651	3	D7	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	4.40	160	704.52	18.17	26.83	15	5	26.67						
S60244	GUL1-2_R1S_DNA	FlagLeaf Bdis gDNA isolation	28245	367	GUL1-2_R1S	GUL1-2	HYB1	1	367	3	E7	Dec162015	Jan222016	Feb122016	Mar72016				6.43	160	1028.46	12.45	32.55	15	5	26.67						
S60245	BdTR10h_R2S_DNA	FlagLeaf Bdis gDNA isolation	28246	735	BdTR10h_R2S	BdTR10h	Clone5	2	735	3	F7	Dec162015	Jan222016	Feb122016	Mar72016				3.65	160	583.81	21.92	23.08	15	5	26.67						
S60246	BdTR5c_R1S_DNA	FlagLeaf Bdis gDNA isolation	28247	697	BdTR5c_R1S	BdTR5c	Clone3	1	697	3	G7	Dec162015	Jan222016	Feb122016	Mar72016				4.10	160	656.03	19.51	25.49	15	5	26.67						
S60247	BdTR3s_R1S_DNA	FlagLeaf Bdis gDNA isolation	28248	693	BdTR3s_R1S	BdTR3s	Clone2	1	693	3	H7	Dec162015	Jan222016	Feb122016	Mar72016				2.90	160	464.75	27.54	17.46	15	5	26.67						
S60248	Bd21_R8S_DNA	FlagLeaf Bdis gDNA isolation	28249	4741	Bd21_R8S	Bd21	Bd21	8	4741	3	A8	Dec162015	Jan222016	Feb122016	Mar72016				8.50	160	1359.63	9.41	35.59	15	5	26.67						
S60249	SLK7_R3S_DNA	FlagLeaf Bdis gDNA isolation	28250	548	SLK7_R3S	SLK7	HYB1	3	548	3	B8	Dec162015	Jan222016	Feb122016	Mar72016				5.06	160	809.34	15.82	29.18	15	5	26.67						
S60250	MEL8_R1S_DNA	FlagLeaf Bdis gDNA isolation	28251	469	MEL8_R1S	MEL8	HYB1	1	469	3	C8	Dec162015	Jan222016	Feb122016	Mar72016				7.67	160	1227.79	10.43	34.57	15	5	26.67						
S60251	BdTR13g_R2S_DNA	FlagLeaf Bdis gDNA isolation	28252	760	BdTR13g_R2S	BdTR13g	Clone7	2	760	3	D8	Dec162015	Jan222016	Feb122016	Mar72016				5.20	160	831.41	15.40	29.60	15	5	26.67						
S60252	BdTR3n_R1S_DNA	FlagLeaf Bdis gDNA isolation	28253	689	BdTR3n_R1S	BdTR3n	Clone2	1	689	3	E8	Dec162015	Jan222016	Feb122016	Mar72016				3.39	160	542.75	23.58	21.42	15	5	26.67						
S60253	BdTR9f_R3S_DNA	FlagLeaf Bdis gDNA isolation	28254	721	BdTR9f_R3S	BdTR9f	Clone4	3	721	3	F8	Dec162015	Jan222016	Feb122016	Mar72016				3.84	160	614.97	20.81	24.19	15	5	26.67						
S60254	BdTR3r_R1S_DNA	FlagLeaf Bdis gDNA isolation	28255	692	BdTR3r_R1S	BdTR3r	Clone2	1	692	3	G8	Dec162015	Jan222016	Feb122016	Mar72016				3.29	160	526.66	24.30	20.70	15	5	26.67						
S60255	KEI5_R2S_DNA	FlagLeaf Bdis gDNA isolation	28256	426	KEI5_R2S	KEI5	HYB2	2	426	3	H8	Dec162015	Jan222016	Feb122016	Mar72016				4.13	160	661.19	19.36	25.64	15	5	26.67						
S60256	Bd21_R6S_DNA	FlagLeaf Bdis gDNA isolation	28257	4741	Bd21_R6S	Bd21	Bd21	6	4741	3	A9	Dec162015	Jan222016	Feb122016	Mar72016				6.11	160	976.88	13.10	31.90	15	5	26.67						
S60257	Bd21_R3S_DNA	FlagLeaf Bdis gDNA isolation	28258	4741	Bd21_R3S	Bd21	Bd21	3	4741	3	B9	Dec162015	Jan222016	Feb122016	Mar72016				6.04	160	965.74	13.25	31.75	15	5	26.67						
S60258	MEL8_R2S_DNA	FlagLeaf Bdis gDNA isolation	28259	469	MEL8_R2S	MEL8	HYB1	2	469	3	C9	Dec162015	Jan222016	Feb122016	Mar72016				6.22	160	995.45	12.86	32.14	15	5	26.67						
S60259	BdTR2p_R2S_DNA	FlagLeaf Bdis gDNA isolation	28260	674	BdTR2p_R2S	BdTR2p	Clone1	2	674	3	D9	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	3.86	160	618.27	20.70	24.30	15	5	26.67						
S60260	BdTR3i_R1S_DNA	FlagLeaf Bdis gDNA isolation	28261	685	BdTR3i_R1S	BdTR3i	Clone2	1	685	3	E9	Dec162015	Jan222016	Feb122016	Mar72016				2.47	160	395.43	32.37	12.63	15	5	26.67						
S60261	GUL3-8_R2S_DNA	FlagLeaf Bdis gDNA isolation	28262	389	GUL3-8_R2S	GUL3-8	HYB1	2	389	3	F9	Dec162015	Jan222016	Feb122016	Mar72016				3.50	160	560.70	22.83	22.17	15	5	26.67						
S60262	BdTR1a_R1S_DNA	FlagLeaf Bdis gDNA isolation	28263	647	BdTR1a_R1S	BdTR1a	Clone1	1	647	3	G9	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	2.58	160	413.17	30.98	14.02	15	5	26.67						
S60263	BdTR11d_R1S_DNA	FlagLeaf Bdis gDNA isolation	28264	745	BdTR11d_R1S	BdTR11d	Clone6	1	745	3	H9	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	1.75	160	280.70	45.00	0.00	15	5	26.32						
S60264	BdTR2c_R3S_DNA	FlagLeaf Bdis gDNA isolation	28265	662	BdTR2c_R3S	BdTR2c	Clone1	3	662	3	A10	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	9.90	160	1583.51	8.08	36.92	15	5	26.67						
S60265	Bd21_R5S_DNA	FlagLeaf Bdis gDNA isolation	28266	4741	Bd21_R5S	Bd21	Bd21	5	4741	3	B10	Dec162015	Jan222016	Feb122016	Mar72016				10.38	160	1661.50	7.70	37.30	15	5	26.67						
S60266	BdTR5b_R3S_DNA	FlagLeaf Bdis gDNA isolation	28267	696	BdTR5b_R3S	BdTR5b	Clone3	3	696	3	C10	Dec162015	Jan222016	Feb122016	Mar72016				6.00	160	960.17	13.33	31.67	15	5	26.67						
S60267	BdTR13c_R1S_DNA	FlagLeaf Bdis gDNA isolation	28268	756	BdTR13c_R1S	BdTR13c	Clone7	1	756	3	D10	Dec162015	Jan222016	Feb122016	Mar72016				10.41	160	1666.25	7.68	37.32	15	5	26.67						
S60268	BdTR11h_R3S_DNA	FlagLeaf Bdis gDNA isolation	28269	749	BdTR11h_R3S	BdTR11h	Clone6	3	749	3	E10	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	4.09	160	655.00	19.54	25.46	15	5	26.67						
S60269	BdTR13c_R3S_DNA	FlagLeaf Bdis gDNA isolation	28270	756	BdTR13c_R3S	BdTR13c	Clone7	3	756	3	F10	Dec162015	Jan222016	Feb122016	Mar72016				4.47	160	714.63	17.91	27.09	15	5	26.67						
S60270	GWW10_R1S_DNA	FlagLeaf Bdis gDNA isolation	28271	397	GWW10_R1S	GWW10	HYB1	1	397	3	G10	Dec162015	Jan222016	Feb122016	Mar72016				4.32	160	690.90	18.53	26.47	15	5	26.67						
S60271	BRO1-1_R3S_DNA	FlagLeaf Bdis gDNA isolation	28272	278	BRO1-1_R3S	BRO1-1	HYB1	3	278	3	H10	Dec162015	Jan222016	Feb122016	Mar72016				3.66	160	586.29	21.83	23.17	15	5	26.67						
S60272	BdTR2n_R3S_DNA	FlagLeaf Bdis gDNA isolation	28273	672	BdTR2n_R3S	BdTR2n	Clone1	3	672	3	A11	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	13.15	160	2103.89	6.08	38.92	15	5	26.67						
S60273	BdTR1b_R2S_DNA	FlagLeaf Bdis gDNA isolation	28274	648	BdTR1b_R2S	BdTR1b	Clone1	2	648	3	B11	Dec162015	Jan222016	Feb122016	Mar72016	May132016	May172016	sequencing_plate_1	8.24	160	1317.95	9.71	35.29	15	5	26.67	501	709	A9			
S60274	BdTR1j_R2S_DNA	FlagLeaf Bdis gDNA isolation	28275	656	BdTR1j_R2S	BdTR1j	Clone1	2	656	3	C11	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	9.75	160	1559.99	8.21	36.79	15	5	26.67						
S60275	BdTR2k_R2S_DNA	FlagLeaf Bdis gDNA isolation	28276	670	BdTR2k_R2S	BdTR2k	Clone1	2	670	3	D11	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	12.13	160	1940.06	6.60	38.40	15	5	26.67						
S60276	BdTR9k_R2S_DNA	FlagLeaf Bdis gDNA isolation	28277	726	BdTR9k_R2S	BdTR9k	Clone4	2	726	3	E11	Dec162015	Jan222016	Feb122016	Mar72016				6.08	160	973.37	13.15	31.85	15	5	26.67						
S60277	BdTR1k_R1S_DNA	FlagLeaf Bdis gDNA isolation	28278	657	BdTR1k_R1S	BdTR1k	Clone1	1	657	3	F11	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	3.91	160	625.70	20.46	24.54	15	5	26.67						
S60278	BdTR3e_R1S_DNA	FlagLeaf Bdis gDNA isolation	28279	681	BdTR3e_R1S	BdTR3e	Clone2	1	681	3	G11	Dec162015	Jan222016	Feb122016	Mar72016				5.91	160	946.34	13.53	31.47	15	5	26.67						
S60279	BdTR2r_R2S_DNA	FlagLeaf Bdis gDNA isolation	28280	675	BdTR2r_R2S	BdTR2r	Clone1	2	675	3	H11	Dec162015	Jan222016	Feb122016	Mar72016	May132016	May172016	sequencing_plate_1	3.15	160	504.37	25.38	19.62	15	5	26.67	501	710	A10			
S60280	BdTR5n_R3S_DNA	FlagLeaf Bdis gDNA isolation	28281	707	BdTR5n_R3S	BdTR5n	Clone3	3	707	3	A12	Dec162015	Jan222016	Feb122016	Mar72016				14.01	160	2241.51	5.71	39.29	15	5	26.67						
S60281	BdTR1e_R1S_DNA	FlagLeaf Bdis gDNA isolation	28282	651	BdTR1e_R1S	BdTR1e	Clone1	1	651	3	B12	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	12.45	160	1992.67	6.42	38.58	15	5	26.67						
S60282	BLA1_R3S_DNA	FlagLeaf Bdis gDNA isolation	28283	252	BLA1_R3S	BLA1	HYB1	3	252	3	C12	Dec162015	Jan222016	Feb122016	Mar72016				17.16	160	2745.80	4.66	40.34	15	5	26.67						
S60283	BdTR2s_R1S_DNA	FlagLeaf Bdis gDNA isolation	28284	676	BdTR2s_R1S	BdTR2s	Clone1	1	676	3	D12	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	12.98	160	2076.45	6.16	38.84	15	5	26.67						
S60284	BdTR1h_R3S_DNA	FlagLeaf Bdis gDNA isolation	28285	654	BdTR1h_R3S	BdTR1h	Clone1	3	654	3	E12	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	11.35	160	1816.05	7.05	37.95	15	5	26.67						
S60285	BdTR10d_R3S_DNA	FlagLeaf Bdis gDNA isolation	28286	731	BdTR10d_R3S	BdTR10d	Clone5	3	731	3	F12	Dec162015	Jan222016	Feb122016	Mar72016				5.84	160	933.76	13.71	31.29	15	5	26.67						
S60286	KEI1_R1S_DNA	FlagLeaf Bdis gDNA isolation	28287	422	KEI1_R1S	KEI1	HYB2	1	422	3	G12	Dec162015	Jan222016	Feb122016	Mar72016				7.13	160	1140.51	11.22	33.78	15	5	26.67						
S60287	BdTR1e_R3S_DNA	FlagLeaf Bdis gDNA isolation	28288	651	BdTR1e_R3S	BdTR1e	Clone1	3	651	3	H12	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	4.26	160	680.99	18.80	26.20	15	5	26.67						
S60288	BdTR2d_R3S_DNA	FlagLeaf Bdis gDNA isolation	28289	663	BdTR2d_R3S	BdTR2d	Clone1	3	663	4	A1	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	2.44	160	390.68	32.76	12.24	15	5	26.67						
S60289	BdTR1f_R2S_DNA	FlagLeaf Bdis gDNA isolation	28290	652	BdTR1f_R2S	BdTR1f	Clone1	2	652	4	B1	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	3.83	160	613.11	20.88	24.12	15	5	26.67						
S60290	BdTR1f_R3S_DNA	FlagLeaf Bdis gDNA isolation	28291	652	BdTR1f_R3S	BdTR1f	Clone1	3	652	4	C1	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	3.04	160	486.21	26.33	18.67	15	5	26.67						
S60291	BdTR2k_R3S_DNA	FlagLeaf Bdis gDNA isolation	28292	670	BdTR2k_R3S	BdTR2k	Clone1	3	670	4	D1	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	3.96	160	634.16	20.18	24.82	15	5	26.67						
S60292	BdTR10e_R3S_DNA	FlagLeaf Bdis gDNA isolation	28293	732	BdTR10e_R3S	BdTR10e	Clone5	3	732	4	E1	Dec162015	Jan222016	Feb122016	Mar72016				4.22	160	675.63	18.95	26.05	15	5	26.67						
S60293	ELI1_R2S_DNA	FlagLeaf Bdis gDNA isolation	28294	342	ELI1_R2S	ELI1	HYB1	2	342	4	F1	Dec162015	Jan222016	Feb122016	Mar72016				7.38	160	1180.95	10.84	34.16	15	5	26.67						
S60294	BdTR3m_R1S_DNA	FlagLeaf Bdis gDNA isolation	28295	688	BdTR3m_R1S	BdTR3m	Clone2	1	688	4	G1	Dec162015	Jan222016	Feb122016	Mar72016				3.64	160	582.16	21.99	23.01	15	5	26.67						
S60295	BdTR1j_R1S_DNA	FlagLeaf Bdis gDNA isolation	28296	656	BdTR1j_R1S	BdTR1j	Clone1	1	656	4	H1	Dec162015	Jan222016	Feb122016	Mar72016			sequencing_plate_1	2.99	160	478.17	26.77	18.23	15	5	26.67						
S60296	KEI5_R3S_DNA	FlagLeaf Bdis gDNA isolation	28297	426	KEI5_R3S	KEI5	HYB2	3	426	4	A2	Dec162015	Jan222016	Feb122016	Mar72016				6.33	160	1012.99	12.64	32.36	15	5	26.67						
S60297	BdTR10h_R3S_DNA	FlagLeaf Bdis gDNA isolation	28298	735	BdTR10h_R3S	BdTR10h	Clone5	3	735	4	B2	Dec162015	Jan222016	Feb122016	Mar72016				2.07	160	331.67	38.59	6.41	15	5	26.67						
S60298	BdTR9g_R3S_DNA	FlagLeaf Bdis gDNA isolation	28299	722	BdTR9g_R3S	BdTR9g	Clone4	3	722	4	C2	Dec162015	Jan222016	Feb122016	Mar72016				2.92	160	466.82	27.42	17.58	15	5	26.67						
S60299	ELI1_R3S_DNA	FlagLeaf Bdis gDNA isolation	28300	342	ELI1_R3S	ELI1	HYB1	3	342	4	D2	Dec162015	Jan222016	Feb122016	Mar72016				5.75	160	920.76	13.90	31.10	15	5	26.67						
S60300	BdTR10o_R1S_DNA	FlagLeaf Bdis gDNA isolation	28301	741	BdTR10o_R1S	BdTR10o	Clone5	1	741	4	E2	Dec162015	Jan222016	Feb122016	Mar72016				3.80	160	608.36	21.04	23.96	15	5	26.67						
S60301	GWW10_R2S_DNA	FlagLeaf Bdis gDNA isolation	28302	397	GWW10_R2S	GWW10	HYB1	2	397	4	F2	Dec162015	Jan222016	Feb122016	Mar72016				4.45	160	712.36	17.97	27.03	15	5	26.67						
S60302	BdTR9b_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28303	718	BdTR9b_R3F	BdTR9b	Clone4	3	718	4	G2	Jan62016	Jan222016	Feb122016	Mar72016				2.81	160	450.10	28.44	16.56	15	5	26.67						
S60303	BdTR3d_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28304	680	BdTR3d_R2F	BdTR3d	Clone2	2	680	4	H2	Jan62016	Jan222016	Feb122016	Mar72016				1.43	160	229.53	45.00	0.00	15	5	21.52						
S60304	BdTR5g_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28305	701	BdTR5g_R1F	BdTR5g	Clone3	1	701	4	A3	Jan62016	Jan222016	Feb122016	Mar72016				4.88	160	781.27	16.38	28.62	15	5	26.67						
S60305	BdTR9f_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28306	721	BdTR9f_R1F	BdTR9f	Clone4	1	721	4	B3	Jan62016	Jan222016	Feb122016	Mar72016				6.83	160	1092.84	11.71	33.29	15	5	26.67						
S60306	BdTR13i_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28307	762	BdTR13i_R1F	BdTR13i	Clone7	1	762	4	C3	Jan62016	Jan222016	Feb122016	Mar72016				4.52	160	723.91	17.68	27.32	15	5	26.67						
S60307	BdTR11h_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28308	749	BdTR11h_R1F	BdTR11h	Clone6	1	749	4	D3	Jan62016	Jan222016	Feb122016	Mar72016				4.87	160	779.00	16.43	28.57	15	5	26.67						
S60308	BdTR2c_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28309	662	BdTR2c_R1F	BdTR2c	Clone1	1	662	4	E3	Jan62016	Jan222016	Feb122016	Mar72016				7.22	160	1154.95	11.08	33.92	15	5	26.67						
S60309	BdTR11h_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28310	749	BdTR11h_R2F	BdTR11h	Clone6	2	749	4	F3	Jan62016	Jan222016	Feb122016	Mar72016				3.03	160	484.36	26.43	18.57	15	5	26.67						
S60310	KEI1_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28311	422	KEI1_R3F	KEI1	HYB2	3	422	4	G3	Jan62016	Jan222016	Feb122016	Mar72016				4.14	160	662.84	19.31	25.69	15	5	26.67						
S60311	BdTR2b_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28312	661	BdTR2b_R1F	BdTR2b	Clone1	1	661	4	H3	Jan62016	Jan222016	Feb122016	Mar72016				4.45	160	711.74	17.98	27.02	15	5	26.67						
S60312	BdTR9b_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28313	718	BdTR9b_R2F	BdTR9b	Clone4	2	718	4	A4	Jan62016	Jan222016	Feb122016	Mar72016				4.36	160	697.91	18.34	26.66	15	5	26.67						
S60313	BdTR11d_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28314	745	BdTR11d_R2F	BdTR11d	Clone6	2	745	4	B4	Jan62016	Jan222016	Feb122016	Mar72016				2.97	160	475.69	26.91	18.09	15	5	26.67						
S60314	BdTR3s_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28315	693	BdTR3s_R2F	BdTR3s	Clone2	2	693	4	C4	Jan62016	Jan222016	Feb122016	Mar72016				2.43	160	389.24	32.89	12.11	15	5	26.67						
S60315	BRO1-1_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28316	278	BRO1-1_R2F	BRO1-1	HYB1	2	278	4	D4	Jan62016	Jan222016	Feb122016	Mar72016				3.98	160	637.25	20.09	24.91	15	5	26.67						
